recommendation_id,Matnr,Werks,material_description,criticality,demand_pattern,consumptions_12m,lead_time_days,current_rop,recommended_rop,current_safety_stock,recommended_safety_stock,current_max_stock,recommended_max_stock,recommendation_type,reason,status,created_on
REC-000085,000000000030000011,1000,Flow Meter Sensor Head 200MM WEIR,IMPACT,ON_DEMAND,1,29,0.000,3.500,0.000,2.200,0.000,7.500,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 3.5 and a maximum of 7.5.,HELD,2026-07-02
REC-000086,000000000030000011,3000,Flow Meter Sensor Head 200MM WEIR,IMPACT,ON_DEMAND,3,29,0.000,3.500,0.000,2.400,0.000,7.000,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 3.5 and a maximum of 7.,APPROVED,2026-08-28
REC-000087,000000000010000063,3000,Ball Mill Trunnion Bearing DN150,NORMAL,INTERMITTENT,5,36,8.353,5.100,4.436,2.700,15.712,11.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 8 is below the current reorder point 8.353. At the NORMAL service level of 85% and a 36-day lead time, the reorder point should be 5.1.",REJECTED,2026-07-15
REC-000088,000000000010000065,4000,Level Radar Transmitter 6/4 METSO,CRITICAL,INTERMITTENT,7,143,14.748,13.800,7.254,6.800,16.168,18.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 6 is below the current reorder point 14.748. At the CRITICAL service level of 98% and a 143-day lead time, the reorder point should be 13.8.",APPROVED,2026-06-22
REC-000089,000000000080000014,4000,Crusher Hydroset Cylinder TYPE A SKF,IMPACT,INTERMITTENT,5,11,3.811,2.800,3.153,2.300,11.503,6.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 3.811. At the IMPACT service level of 95% and a 11-day lead time, the reorder point should be 2.8.",APPROVED,2026-06-14
REC-000090,000000000010000066,3000,Level Radar Transmitter 8/6 SIEMENS,IMPACT,INTERMITTENT,5,35,7.222,5.800,4.704,3.800,13.699,11.100,ROP_MAX_SAFETY_STOCK,Stock on hand 14 exceeds the current maximum 13.699. Consumption of 1.8 per month supports a maximum of 11.1.,PROPOSED,2026-07-01
REC-000091,000000000010000066,4000,Level Radar Transmitter 8/6 SIEMENS,IMPACT,INTERMITTENT,4,35,1.651,2.100,1.108,1.400,3.213,3.900,ROP_MAX_SAFETY_STOCK,Stock on hand 4 exceeds the current maximum 3.213. Consumption of 0.6 per month supports a maximum of 3.9.,HELD,2026-07-25
REC-000092,000000000010000067,3000,Ball Mill Gearbox Assembly TYPE A,CRITICAL,INTERMITTENT,0,110,4.254,7.600,2.654,4.700,10.645,10.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 4.254. At the CRITICAL service level of 98% and a 110-day lead time, the reorder point should be 7.6.",PROPOSED,2026-05-22
REC-000093,000000000080000015,3000,Thickener Rake Drive Gearbox HD ABB,NORMAL,INTERMITTENT,8,37,1.979,3.700,0.959,1.800,10.663,8.400,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.6 per month over 24 months with a 37-day lead time gives a reorder point of 3.7 against the current 1.979.,PROPOSED,2026-05-31
REC-000094,000000000080000016,1000,Cyclone Apex Liner TYPE B ABB,IMPACT,INTERMITTENT,4,56,3.203,6.800,1.831,3.900,8.454,11.600,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.6 per month over 24 months with a 56-day lead time gives a reorder point of 6.8 against the current 3.203.,PROPOSED,2026-08-18
REC-000095,000000000080000016,2000,Cyclone Apex Liner TYPE B ABB,IMPACT,INTERMITTENT,7,56,3.830,3.500,2.189,2.000,9.911,6.000,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.8 per month over 24 months with a 56-day lead time gives a reorder point of 3.5 against the current 3.83.,APPROVED,2026-08-10
REC-000096,000000000010000068,2000,Hydraulic Pump Assembly 6/4 SANDVIK,CRITICAL,INTERMITTENT,0,113,19.438,11.700,12.486,7.500,21.070,15.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 19.438. At the CRITICAL service level of 98% and a 113-day lead time, the reorder point should be 11.7.",PROPOSED,2026-06-29
REC-000097,000000000010000069,4000,Hydraulic Power Pack DN100 SKF,CRITICAL,INTERMITTENT,0,117,18.419,14.100,11.088,8.500,18.419,18.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 18.419. At the CRITICAL service level of 98% and a 117-day lead time, the reorder point should be 14.1.",HELD,2026-06-03
REC-000098,000000000010000070,2000,Hydraulic Power Pack TYPE B MULTOTEC,CRITICAL,REGULAR,12,109,93.906,65.300,20.291,14.100,189.982,108.200,ROP_MAX_SAFETY_STOCK,Regular consumption of 14.3 per month over 24 months with a 109-day lead time gives a reorder point of 65.3 against the current 93.906.,PROPOSED,2026-06-27
REC-000099,000000000010000071,3000,MCC Feeder Circuit Breaker 10/8 KSB,INSURANCE,INTERMITTENT,8,193,15.356,11.100,4.410,3.200,18.340,14.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 9 is below the current reorder point 15.356. At the INSURANCE service level of 90% and a 193-day lead time, the reorder point should be 11.1.",PROPOSED,2026-05-30
REC-000100,000000000090000002,2000,Level Radar Transmitter HD KSB,OBSOLETE,NO_DEMAND,0,55,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,PROPOSED,2026-05-24
REC-000101,000000000010000072,4000,Skirt Rubber Liner Section 10/8 SEW,CRITICAL,REGULAR,12,125,89.867,79.700,19.612,17.400,180.937,125.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 24 is below the current reorder point 89.867. At the CRITICAL service level of 98% and a 125-day lead time, the reorder point should be 79.7.",PROPOSED,2026-06-20
REC-000102,000000000080000017,2000,Conveyor Pulley Bearing 200MM SANDVIK,CRITICAL,INTERMITTENT,7,117,8.656,14.400,4.995,8.300,29.585,19.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.6 per month over 24 months with a 117-day lead time gives a reorder point of 14.4 against the current 8.656.,REJECTED,2026-07-30
REC-000103,000000000080000017,3000,Conveyor Pulley Bearing 200MM SANDVIK,CRITICAL,INTERMITTENT,2,117,7.733,6.000,5.057,3.900,13.409,7.600,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.5 per month over 24 months with a 117-day lead time gives a reorder point of 6 against the current 7.733.,APPROVED,2026-08-20
REC-000104,000000000010000073,3000,Conveyor Take-Up Pulley 250KW SKF,NORMAL,REGULAR,12,42,48.597,42.200,10.804,9.400,172.107,113.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 35 is below the current reorder point 48.597. At the NORMAL service level of 85% and a 42-day lead time, the reorder point should be 42.2.",PROPOSED,2026-06-25
REC-000105,000000000010000074,1000,Conveyor Pulley Bearing 110KW WEIR,NORMAL,SLOW,3,51,1.245,0.900,0.765,0.600,2.003,1.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 1.245. At the NORMAL service level of 85% and a 51-day lead time, the reorder point should be 0.9.",APPROVED,2026-08-07
REC-000106,000000000010000075,2000,Variable Speed Drive Unit DN100 SIEMENS,IMPACT,REGULAR,12,28,58.189,41.300,15.777,11.200,194.752,139.600,ROP_MAX_SAFETY_STOCK,Regular consumption of 32.8 per month over 24 months with a 28-day lead time gives a reorder point of 41.3 against the current 58.189.,APPROVED,2026-06-11
REC-000107,000000000010000075,1000,Variable Speed Drive Unit DN100 SIEMENS,IMPACT,REGULAR,12,28,35.716,41.600,12.196,14.200,175.190,131.000,ROP_MAX_SAFETY_STOCK,Regular consumption of 29.8 per month over 24 months with a 28-day lead time gives a reorder point of 41.6 against the current 35.716.,APPROVED,2026-05-24
REC-000108,000000000010000077,2000,Slurry Pump Mechanical Seal 10/8 SEW,NORMAL,INTERMITTENT,7,52,8.530,8.000,4.265,4.000,25.949,15.000,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.3 per month over 24 months with a 52-day lead time gives a reorder point of 8 against the current 8.53.,REJECTED,2026-05-16
REC-000109,000000000010000079,1000,Crusher Hydroset Cylinder DN150 METSO,NORMAL,REGULAR,12,17,9.237,12.100,1.929,2.500,78.231,63.500,ROP_MAX_SAFETY_STOCK,Regular consumption of 17.1 per month over 24 months with a 17-day lead time gives a reorder point of 12.1 against the current 9.237.,PROPOSED,2026-05-28
REC-000110,000000000010000080,2000,Pump Impeller TYPE A SANDVIK,IMPACT,SLOW,2,18,0.808,0.800,0.625,0.600,1.666,1.700,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.3 per month over 24 months with a 18-day lead time gives a reorder point of 0.8 against the current 0.808.,REJECTED,2026-07-21
REC-000111,000000000080000018,4000,PLC Digital Output Card 250MM SIEMENS,IMPACT,INTERMITTENT,4,31,2.899,6.600,2.026,4.600,8.784,12.500,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.0 per month over 24 months with a 31-day lead time gives a reorder point of 6.6 against the current 2.899.,PROPOSED,2026-08-16
REC-000112,000000000080000018,3000,PLC Digital Output Card 250MM SIEMENS,IMPACT,INTERMITTENT,5,31,2.350,3.600,1.654,2.500,5.391,6.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.0 per month over 24 months with a 31-day lead time gives a reorder point of 3.6 against the current 2.35.,REJECTED,2026-05-23
REC-000113,000000000080000019,2000,Flotation Blower Motor 250KW ABB,CRITICAL,INTERMITTENT,4,98,2.911,5.700,1.682,3.300,12.371,8.000,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.8 per month over 24 months with a 98-day lead time gives a reorder point of 5.7 against the current 2.911.,PROPOSED,2026-07-13
REC-000114,000000000030000013,2000,Mill Liner 10/8 METSO,IMPACT,ON_DEMAND,1,9,0.000,2.400,0.000,1.900,0.000,7.200,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 2.4 and a maximum of 7.2.,HELD,2026-05-20
REC-000115,000000000010000082,3000,Thickener Rake Seal Kit 10/8 ABB,IMPACT,REGULAR,12,42,38.435,56.700,12.056,17.800,129.879,141.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 38.435. At the IMPACT service level of 95% and a 42-day lead time, the reorder point should be 56.7.",APPROVED,2026-06-27
REC-000116,000000000030000014,4000,Flotation Blower Motor TYPE B SIEMENS,IMPACT,ON_DEMAND,6,37,5.224,4.800,3.240,3.000,7.887,9.300,OAR_TO_MIN_MAX,"This OAR material was consumed 6 times in the last 12 months, above the threshold of four. Recommend Min-Max management with a reorder point of 4.8 and a maximum of 9.3.",APPROVED,2026-08-23
REC-000117,000000000030000014,1000,Flotation Blower Motor TYPE B SIEMENS,IMPACT,ON_DEMAND,2,37,0.000,6.400,0.000,3.900,0.000,12.500,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 6.4 and a maximum of 12.5.,PROPOSED,2026-05-27
REC-000118,000000000010000083,3000,PLC Digital Output Card 110KW SIEMENS,INSURANCE,INTERMITTENT,4,193,4.722,4.200,1.799,1.600,5.683,5.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 4.722. At the INSURANCE service level of 90% and a 193-day lead time, the reorder point should be 4.2.",APPROVED,2026-06-03
REC-000119,000000000010000084,4000,Flotation Cell Impeller 250KW SANDVIK,NORMAL,INTERMITTENT,4,8,1.042,1.700,0.777,1.300,6.780,6.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.7 per month over 24 months with a 8-day lead time gives a reorder point of 1.7 against the current 1.042.,REJECTED,2026-06-12
REC-000120,000000000010000084,2000,Flotation Cell Impeller 250KW SANDVIK,NORMAL,INTERMITTENT,5,8,2.137,2.100,1.514,1.500,8.920,9.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.3 per month over 24 months with a 8-day lead time gives a reorder point of 2.1 against the current 2.137.,HELD,2026-08-25
REC-000121,000000000010000085,1000,Hydraulic Power Pack 250KW SKF,IMPACT,INTERMITTENT,1,57,13.713,8.700,8.666,5.500,20.576,13.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.7 per month over 24 months with a 57-day lead time gives a reorder point of 8.7 against the current 13.713.,APPROVED,2026-06-04
REC-000122,000000000010000085,3000,Hydraulic Power Pack 250KW SKF,IMPACT,INTERMITTENT,3,57,3.368,5.200,2.194,3.400,13.346,8.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.0 per month over 24 months with a 57-day lead time gives a reorder point of 5.2 against the current 3.368.,APPROVED,2026-05-20
REC-000123,000000000080000020,3000,Level Radar Transmitter 200MM KSB,IMPACT,INTERMITTENT,6,23,8.512,6.100,5.839,4.200,20.745,13.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.5 per month over 24 months with a 23-day lead time gives a reorder point of 6.1 against the current 8.512.,PROPOSED,2026-07-18
REC-000124,000000000080000020,1000,Level Radar Transmitter 200MM KSB,IMPACT,INTERMITTENT,4,23,3.536,2.800,2.625,2.100,8.743,5.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.0 per month over 24 months with a 23-day lead time gives a reorder point of 2.8 against the current 3.536.,REJECTED,2026-07-29
REC-000125,000000000010000086,4000,Belt Scraper Blade Cartridge 55KW KSB,NORMAL,INTERMITTENT,8,19,2.048,1.500,1.252,0.900,5.185,4.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 2.048. At the NORMAL service level of 85% and a 19-day lead time, the reorder point should be 1.5.",APPROVED,2026-07-31
REC-000126,000000000010000086,2000,Belt Scraper Blade Cartridge 55KW KSB,NORMAL,INTERMITTENT,5,19,1.980,1.600,1.333,1.100,4.479,4.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.8 per month over 24 months with a 19-day lead time gives a reorder point of 1.6 against the current 1.98.,PROPOSED,2026-06-14
REC-000127,000000000010000087,4000,Hydraulic Power Pack DN150 MULTOTEC,INSURANCE,SLOW,0,84,0.873,0.800,0.632,0.600,1.614,1.100,ROP_MAX_SAFETY_STOCK,Stock on hand 2 exceeds the current maximum 1.614. Consumption of 0.1 per month supports a maximum of 1.1.,APPROVED,2026-07-15
REC-000128,000000000010000088,4000,Crusher Hydroset Cylinder 200MM SEW,INSURANCE,INTERMITTENT,4,138,9.661,8.400,4.494,3.900,13.362,11.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 5 is below the current reorder point 9.661. At the INSURANCE service level of 90% and a 138-day lead time, the reorder point should be 8.4.",REJECTED,2026-06-02
REC-000129,000000000080000021,2000,Gland Packing Seal Ring 110KW ABB,NORMAL,INTERMITTENT,5,51,7.757,4.700,4.297,2.600,7.757,8.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 3 is below the current reorder point 7.757. At the NORMAL service level of 85% and a 51-day lead time, the reorder point should be 4.7.",PROPOSED,2026-07-08
REC-000130,000000000080000021,3000,Gland Packing Seal Ring 110KW ABB,NORMAL,INTERMITTENT,3,51,1.876,1.400,1.079,0.800,1.876,2.400,ROP_MAX_SAFETY_STOCK,Stock on hand 2 exceeds the current maximum 1.876. Consumption of 0.3 per month supports a maximum of 2.4.,APPROVED,2026-07-21
REC-000131,000000000080000022,3000,Skirt Rubber Liner Section TYPE B WEIR,IMPACT,INTERMITTENT,3,60,7.861,4.800,5.590,3.400,12.317,6.900,ROP_MAX_SAFETY_STOCK,"Stock on hand 7 is below the current reorder point 7.861. At the IMPACT service level of 95% and a 60-day lead time, the reorder point should be 4.8.",REJECTED,2026-08-02
REC-000132,000000000080000023,3000,Ball Mill Trunnion Bearing 55KW MULTOTEC,IMPACT,INTERMITTENT,5,51,12.583,7.100,8.119,4.600,18.372,11.600,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.5 per month over 24 months with a 51-day lead time gives a reorder point of 7.1 against the current 12.583.,HELD,2026-06-17
REC-000133,000000000010000090,4000,Conveyor Idler Roller Set 6/4 SANDVIK,CRITICAL,SLOW,5,105,4.713,5.100,3.119,3.400,6.754,6.600,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.5 per month over 24 months with a 105-day lead time gives a reorder point of 5.1 against the current 4.713.,HELD,2026-08-09
REC-000134,000000000010000091,4000,Flotation Blower Motor DN100 FLSM,CRITICAL,REGULAR,12,30,76.800,50.700,28.966,19.100,217.036,146.800,ROP_MAX_SAFETY_STOCK,Regular consumption of 32.0 per month over 24 months with a 30-day lead time gives a reorder point of 50.7 against the current 76.8.,PROPOSED,2026-08-01
REC-000135,000000000010000092,1000,Slurry Density Transmitter 110KW SANDVIK,NORMAL,INTERMITTENT,8,55,3.282,4.500,1.465,2.000,10.849,8.600,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.4 per month over 24 months with a 55-day lead time gives a reorder point of 4.5 against the current 3.282.,HELD,2026-05-31
REC-000136,000000000010000093,1000,Hydraulic Pump Assembly 10/8 WEIR,CRITICAL,SLOW,2,111,2.806,1.800,2.087,1.300,2.806,2.200,ROP_MAX_SAFETY_STOCK,Stock on hand 3 exceeds the current maximum 2.806. Consumption of 0.1 per month supports a maximum of 2.2.,HELD,2026-07-25
REC-000137,000000000010000094,2000,Mill Liner DN150 METSO,CRITICAL,REGULAR,11,119,196.685,130.900,38.354,25.500,299.493,211.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 195 is below the current reorder point 196.685. At the CRITICAL service level of 98% and a 119-day lead time, the reorder point should be 130.9.",HELD,2026-07-11
REC-000138,000000000030000016,3000,PLC Digital Output Card HD MULTOTEC,IMPACT,ON_DEMAND,1,31,0.000,2.500,0.000,1.700,0.000,4.800,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 2.5 and a maximum of 4.8.,APPROVED,2026-07-22
REC-000139,000000000030000016,1000,PLC Digital Output Card HD MULTOTEC,IMPACT,ON_DEMAND,1,31,0.000,6.100,0.000,3.900,0.000,12.600,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 6.1 and a maximum of 12.6.,PROPOSED,2026-07-15
REC-000140,000000000010000095,4000,MCC Feeder Circuit Breaker HD ABB,INSURANCE,INTERMITTENT,6,131,17.961,13.900,6.606,5.100,19.662,20.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 4 is below the current reorder point 17.961. At the INSURANCE service level of 90% and a 131-day lead time, the reorder point should be 13.9.",REJECTED,2026-07-04
REC-000141,000000000010000096,2000,Crusher Main Shaft Bearing 250MM SEW,INSURANCE,REGULAR,12,85,42.001,42.600,6.543,6.600,71.348,81.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 19 is below the current reorder point 42.001. At the INSURANCE service level of 90% and a 85-day lead time, the reorder point should be 42.6.",APPROVED,2026-08-19
REC-000142,000000000010000097,4000,Apron Feeder Gear Reducer 110KW SKF,CRITICAL,INTERMITTENT,5,181,9.305,6.200,3.721,2.500,9.305,8.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 7 is below the current reorder point 9.305. At the CRITICAL service level of 98% and a 181-day lead time, the reorder point should be 6.2.",APPROVED,2026-08-02
REC-000143,000000000010000098,1000,Apron Feeder Gear Reducer HD SKF,CRITICAL,INTERMITTENT,5,57,6.269,3.500,4.165,2.300,8.191,5.400,ROP_MAX_SAFETY_STOCK,Stock on hand 10 exceeds the current maximum 8.191. Consumption of 0.6 per month supports a maximum of 5.4.,PROPOSED,2026-08-19
REC-000144,000000000010000099,2000,PLC Digital Output Card 8/6 MULTOTEC,NORMAL,INTERMITTENT,4,37,2.360,1.400,1.554,0.900,4.412,2.500,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.4 per month over 24 months with a 37-day lead time gives a reorder point of 1.4 against the current 2.36.,APPROVED,2026-06-28
REC-000145,000000000010000099,4000,PLC Digital Output Card 8/6 MULTOTEC,NORMAL,INTERMITTENT,6,37,5.045,5.000,2.805,2.800,15.576,10.500,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.8 per month over 24 months with a 37-day lead time gives a reorder point of 5 against the current 5.045.,PROPOSED,2026-06-08
